parcel_id,project_id,parcel_number,area_acres,ownership_type,verified_flag,dispute_flag
PCL-LG-SK-0059-08,LG-SK-0059,SY-537/8,296.09,Private,1,0
PCL-LG-TN-0060-01,LG-TN-0060,SY-429/1,389.4,Community,1,0
PCL-LG-TN-0060-02,LG-TN-0060,SY-822/2,389.4,Community,1,0
PCL-LG-TN-0060-03,LG-TN-0060,SY-123/3,389.4,Forest,1,0
PCL-LG-TN-0060-04,LG-TN-0060,SY-132/4,389.4,Government,0,0
PCL-LG-TS-0061-01,LG-TS-0061,SY-513/1,63.61,Community,1,0
PCL-LG-TS-0061-02,LG-TS-0061,SY-874/2,63.61,Community,1,0
PCL-LG-TS-0061-03,LG-TS-0061,SY-187/3,63.61,Private,1,1
PCL-LG-TS-0061-04,LG-TS-0061,SY-286/4,63.61,Government,0,0
PCL-LG-TS-0061-05,LG-TS-0061,SY-983/5,63.61,Government,1,0
PCL-LG-TS-0061-06,LG-TS-0061,SY-292/6,63.61,Community,0,0
PCL-LG-TS-0061-07,LG-TS-0061,SY-472/7,63.61,Forest,1,1
PCL-LG-TS-0061-08,LG-TS-0061,SY-854/8,63.61,Government,1,0
PCL-LG-TR-0062-01,LG-TR-0062,SY-612/1,408.83,Community,1,0
PCL-LG-TR-0062-02,LG-TR-0062,SY-810/2,408.83,Private,0,1
PCL-LG-TR-0062-03,LG-TR-0062,SY-167/3,408.83,Private,0,1
PCL-LG-TR-0062-04,LG-TR-0062,SY-472/4,408.83,Private,1,0
PCL-LG-TR-0062-05,LG-TR-0062,SY-373/5,408.83,Private,0,0
PCL-LG-TR-0062-06,LG-TR-0062,SY-565/6,408.83,Government,1,0
PCL-LG-UP-0063-01,LG-UP-0063,SY-848/1,160.07,Forest,1,0
PCL-LG-UP-0063-02,LG-UP-0063,SY-333/2,160.07,Forest,1,0
PCL-LG-UP-0063-03,LG-UP-0063,SY-318/3,160.07,Community,1,1
PCL-LG-UP-0063-04,LG-UP-0063,SY-391/4,160.07,Private,1,0
PCL-LG-UP-0063-05,LG-UP-0063,SY-735/5,160.07,Government,0,0
PCL-LG-UP-0063-06,LG-UP-0063,SY-626/6,160.07,Private,1,0
PCL-LG-UP-0063-07,LG-UP-0063,SY-220/7,160.07,Community,1,1
PCL-LG-UK-0064-01,LG-UK-0064,SY-922/1,25.63,Forest,1,1
PCL-LG-UK-0064-02,LG-UK-0064,SY-184/2,25.63,Community,0,1
PCL-LG-UK-0064-03,LG-UK-0064,SY-631/3,25.63,Forest,1,0
PCL-LG-UK-0064-04,LG-UK-0064,SY-373/4,25.63,Private,1,1
PCL-LG-UK-0064-05,LG-UK-0064,SY-701/5,25.63,Government,1,0
PCL-LG-UK-0064-06,LG-UK-0064,SY-290/6,25.63,Private,0,1
PCL-LG-WB-0065-01,LG-WB-0065,SY-546/1,342.74,Private,1,0
PCL-LG-WB-0065-02,LG-WB-0065,SY-533/2,342.74,Private,1,1
PCL-LG-WB-0065-03,LG-WB-0065,SY-470/3,342.74,Government,1,1
PCL-LG-WB-0065-04,LG-WB-0065,SY-138/4,342.74,Government,0,0
PCL-LG-WB-0065-05,LG-WB-0065,SY-300/5,342.74,Government,1,1
PCL-LG-AN-0066-01,LG-AN-0066,SY-351/1,118.25,Forest,0,0
PCL-LG-AN-0066-02,LG-AN-0066,SY-371/2,118.25,Private,1,0
PCL-LG-AN-0066-03,LG-AN-0066,SY-550/3,118.25,Private,1,0
PCL-LG-AN-0066-04,LG-AN-0066,SY-924/4,118.25,Private,1,1
PCL-LG-CH-0067-01,LG-CH-0067,SY-313/1,35.18,Government,1,0
PCL-LG-CH-0067-02,LG-CH-0067,SY-249/2,35.18,Forest,1,0
PCL-LG-CH-0067-03,LG-CH-0067,SY-671/3,35.18,Forest,1,0
PCL-LG-CH-0067-04,LG-CH-0067,SY-399/4,35.18,Government,1,0
PCL-LG-CH-0067-05,LG-CH-0067,SY-780/5,35.18,Government,1,1
PCL-LG-CH-0067-06,LG-CH-0067,SY-974/6,35.18,Community,1,0
PCL-LG-DH-0068-01,LG-DH-0068,SY-641/1,474.26,Private,1,1
PCL-LG-DH-0068-02,LG-DH-0068,SY-343/2,474.26,Private,1,0
PCL-LG-DH-0068-03,LG-DH-0068,SY-643/3,474.26,Forest,0,0
PCL-LG-DH-0068-04,LG-DH-0068,SY-628/4,474.26,Forest,0,0
PCL-LG-DH-0068-05,LG-DH-0068,SY-714/5,474.26,Community,1,1
PCL-LG-DL-0069-01,LG-DL-0069,SY-866/1,235.04,Government,1,1
PCL-LG-DL-0069-02,LG-DL-0069,SY-437/2,235.04,Forest,1,1
PCL-LG-DL-0069-03,LG-DL-0069,SY-949/3,235.04,Private,1,0
PCL-LG-DL-0069-04,LG-DL-0069,SY-648/4,235.04,Government,0,0
PCL-LG-DL-0069-05,LG-DL-0069,SY-980/5,235.04,Government,1,0
PCL-LG-DL-0069-06,LG-DL-0069,SY-381/6,235.04,Government,1,0
PCL-LG-DL-0069-07,LG-DL-0069,SY-616/7,235.04,Forest,1,0
PCL-LG-JK-0070-01,LG-JK-0070,SY-762/1,382.72,Community,0,1
PCL-LG-JK-0070-02,LG-JK-0070,SY-902/2,382.72,Private,1,0
PCL-LG-JK-0070-03,LG-JK-0070,SY-705/3,382.72,Private,1,0
PCL-LG-JK-0070-04,LG-JK-0070,SY-625/4,382.72,Private,0,1
PCL-LG-JK-0070-05,LG-JK-0070,SY-844/5,382.72,Forest,1,0
PCL-LG-LA-0071-01,LG-LA-0071,SY-613/1,72.14,Community,0,0
PCL-LG-LA-0071-02,LG-LA-0071,SY-791/2,72.14,Forest,1,1
PCL-LG-LA-0071-03,LG-LA-0071,SY-880/3,72.14,Forest,1,1
PCL-LG-LA-0071-04,LG-LA-0071,SY-857/4,72.14,Private,1,1
PCL-LG-LA-0071-05,LG-LA-0071,SY-131/5,72.14,Government,1,0
PCL-LG-LA-0071-06,LG-LA-0071,SY-516/6,72.14,Forest,1,0
PCL-LG-LA-0071-07,LG-LA-0071,SY-440/7,72.14,Private,0,0
PCL-LG-LA-0071-08,LG-LA-0071,SY-709/8,72.14,Forest,1,0
PCL-LG-LD-0072-01,LG-LD-0072,SY-814/1,52.17,Government,1,0
PCL-LG-LD-0072-02,LG-LD-0072,SY-620/2,52.17,Private,1,1
PCL-LG-LD-0072-03,LG-LD-0072,SY-874/3,52.17,Government,1,0
PCL-LG-LD-0072-04,LG-LD-0072,SY-549/4,52.17,Forest,1,0
PCL-LG-LD-0072-05,LG-LD-0072,SY-886/5,52.17,Community,0,0
PCL-LG-LD-0072-06,LG-LD-0072,SY-378/6,52.17,Forest,1,0
PCL-LG-LD-0072-07,LG-LD-0072,SY-390/7,52.17,Private,1,0
PCL-LG-PY-0073-01,LG-PY-0073,SY-558/1,184.7,Government,1,1
PCL-LG-PY-0073-02,LG-PY-0073,SY-700/2,184.7,Government,0,1
PCL-LG-PY-0073-03,LG-PY-0073,SY-581/3,184.7,Private,1,0
PCL-LG-PY-0073-04,LG-PY-0073,SY-163/4,184.7,Forest,1,0
PCL-LG-PY-0073-05,LG-PY-0073,SY-714/5,184.7,Forest,1,1
PCL-LG-PY-0073-06,LG-PY-0073,SY-804/6,184.7,Community,0,0
PCL-LG-PY-0073-07,LG-PY-0073,SY-836/7,184.7,Private,0,0
PCL-LG-AP-0074-01,LG-AP-0074,SY-302/1,515.77,Forest,0,1
PCL-LG-AP-0074-02,LG-AP-0074,SY-965/2,515.77,Community,1,0
PCL-LG-AP-0074-03,LG-AP-0074,SY-437/3,515.77,Forest,1,0
PCL-LG-AP-0074-04,LG-AP-0074,SY-130/4,515.77,Government,0,0
PCL-LG-AR-0075-01,LG-AR-0075,SY-369/1,284.32,Private,0,0
PCL-LG-AR-0075-02,LG-AR-0075,SY-226/2,284.32,Government,1,0
PCL-LG-AR-0075-03,LG-AR-0075,SY-251/3,284.32,Community,0,0
PCL-LG-AR-0075-04,LG-AR-0075,SY-302/4,284.32,Private,1,0
PCL-LG-AR-0075-05,LG-AR-0075,SY-215/5,284.32,Government,1,0
PCL-LG-AR-0075-06,LG-AR-0075,SY-608/6,284.32,Private,1,0
PCL-LG-AS-0076-01,LG-AS-0076,SY-473/1,477.76,Forest,1,0
PCL-LG-AS-0076-02,LG-AS-0076,SY-461/2,477.76,Forest,1,0
PCL-LG-AS-0076-03,LG-AS-0076,SY-545/3,477.76,Government,1,0
PCL-LG-AS-0076-04,LG-AS-0076,SY-671/4,477.76,Government,1,0
PCL-LG-AS-0076-05,LG-AS-0076,SY-913/5,477.76,Community,0,0
PCL-LG-BR-0077-01,LG-BR-0077,SY-155/1,151.8,Forest,1,0
PCL-LG-BR-0077-02,LG-BR-0077,SY-922/2,151.8,Private,1,1
PCL-LG-BR-0077-03,LG-BR-0077,SY-527/3,151.8,Private,1,0
PCL-LG-BR-0077-04,LG-BR-0077,SY-181/4,151.8,Community,1,0
PCL-LG-BR-0077-05,LG-BR-0077,SY-437/5,151.8,Community,1,0
PCL-LG-BR-0077-06,LG-BR-0077,SY-195/6,151.8,Community,1,0
PCL-LG-BR-0077-07,LG-BR-0077,SY-500/7,151.8,Community,1,1
PCL-LG-CG-0078-01,LG-CG-0078,SY-348/1,247.56,Private,0,0
PCL-LG-CG-0078-02,LG-CG-0078,SY-636/2,247.56,Forest,1,0
PCL-LG-CG-0078-03,LG-CG-0078,SY-134/3,247.56,Forest,1,1
PCL-LG-CG-0078-04,LG-CG-0078,SY-301/4,247.56,Private,1,0
PCL-LG-CG-0078-05,LG-CG-0078,SY-478/5,247.56,Government,1,0
PCL-LG-CG-0078-06,LG-CG-0078,SY-265/6,247.56,Community,1,0
PCL-LG-CG-0078-07,LG-CG-0078,SY-133/7,247.56,Government,1,1
PCL-LG-CG-0078-08,LG-CG-0078,SY-322/8,247.56,Community,1,0
PCL-LG-GA-0079-01,LG-GA-0079,SY-143/1,12.07,Government,1,1
PCL-LG-GA-0079-02,LG-GA-0079,SY-785/2,12.07,Government,0,1
PCL-LG-GA-0079-03,LG-GA-0079,SY-273/3,12.07,Private,1,1
PCL-LG-GA-0079-04,LG-GA-0079,SY-404/4,12.07,Forest,0,1
PCL-LG-GA-0079-05,LG-GA-0079,SY-201/5,12.07,Community,0,0
PCL-LG-GA-0079-06,LG-GA-0079,SY-513/6,12.07,Government,1,0
PCL-LG-GA-0079-07,LG-GA-0079,SY-856/7,12.07,Private,1,0
PCL-LG-GJ-0080-01,LG-GJ-0080,SY-816/1,235.93,Private,1,0
PCL-LG-GJ-0080-02,LG-GJ-0080,SY-290/2,235.93,Community,0,0
PCL-LG-GJ-0080-03,LG-GJ-0080,SY-592/3,235.93,Forest,1,1
PCL-LG-GJ-0080-04,LG-GJ-0080,SY-935/4,235.93,Community,1,0
PCL-LG-GJ-0080-05,LG-GJ-0080,SY-968/5,235.93,Private,1,0
PCL-LG-GJ-0080-06,LG-GJ-0080,SY-763/6,235.93,Government,1,0
PCL-LG-GJ-0080-07,LG-GJ-0080,SY-713/7,235.93,Community,0,0
PCL-LG-HR-0081-01,LG-HR-0081,SY-708/1,319.43,Forest,1,1
PCL-LG-HR-0081-02,LG-HR-0081,SY-809/2,319.43,Community,0,0
PCL-LG-HR-0081-03,LG-HR-0081,SY-379/3,319.43,Government,1,0
PCL-LG-HR-0081-04,LG-HR-0081,SY-639/4,319.43,Community,1,0
PCL-LG-HR-0081-05,LG-HR-0081,SY-363/5,319.43,Community,1,1
PCL-LG-HR-0081-06,LG-HR-0081,SY-731/6,319.43,Forest,1,0
PCL-LG-HP-0082-01,LG-HP-0082,SY-438/1,74.66,Community,0,0
PCL-LG-HP-0082-02,LG-HP-0082,SY-769/2,74.66,Government,1,1
PCL-LG-HP-0082-03,LG-HP-0082,SY-385/3,74.66,Private,1,1
PCL-LG-HP-0082-04,LG-HP-0082,SY-487/4,74.66,Private,0,0
PCL-LG-HP-0082-05,LG-HP-0082,SY-884/5,74.66,Community,0,0
PCL-LG-JH-0083-01,LG-JH-0083,SY-927/1,310.31,Private,1,1
PCL-LG-JH-0083-02,LG-JH-0083,SY-650/2,310.31,Government,1,1
PCL-LG-JH-0083-03,LG-JH-0083,SY-900/3,310.31,Government,1,1
PCL-LG-JH-0083-04,LG-JH-0083,SY-890/4,310.31,Government,1,0
PCL-LG-JH-0083-05,LG-JH-0083,SY-673/5,310.31,Community,1,0
PCL-LG-JH-0083-06,LG-JH-0083,SY-153/6,310.31,Government,0,0
PCL-LG-JH-0083-07,LG-JH-0083,SY-335/7,310.31,Community,1,0
PCL-LG-JH-0083-08,LG-JH-0083,SY-496/8,310.31,Private,1,1
PCL-LG-KA-0084-01,LG-KA-0084,SY-603/1,149.68,Forest,1,0
PCL-LG-KA-0084-02,LG-KA-0084,SY-613/2,149.68,Government,1,0
PCL-LG-KA-0084-03,LG-KA-0084,SY-906/3,149.68,Forest,1,1
PCL-LG-KA-0084-04,LG-KA-0084,SY-494/4,149.68,Forest,0,1
PCL-LG-KA-0084-05,LG-KA-0084,SY-508/5,149.68,Forest,0,1
PCL-LG-KA-0084-06,LG-KA-0084,SY-494/6,149.68,Private,1,0
PCL-LG-KL-0085-01,LG-KL-0085,SY-168/1,409.74,Government,0,1
PCL-LG-KL-0085-02,LG-KL-0085,SY-866/2,409.74,Community,0,0
PCL-LG-KL-0085-03,LG-KL-0085,SY-754/3,409.74,Forest,1,0
PCL-LG-KL-0085-04,LG-KL-0085,SY-524/4,409.74,Government,1,0
PCL-LG-KL-0085-05,LG-KL-0085,SY-137/5,409.74,Forest,0,0
PCL-LG-MP-0086-01,LG-MP-0086,SY-544/1,210.04,Forest,1,0
PCL-LG-MP-0086-02,LG-MP-0086,SY-918/2,210.04,Forest,1,0
PCL-LG-MP-0086-03,LG-MP-0086,SY-162/3,210.04,Forest,1,0
PCL-LG-MP-0086-04,LG-MP-0086,SY-801/4,210.04,Community,0,0
PCL-LG-MP-0086-05,LG-MP-0086,SY-566/5,210.04,Private,1,0
PCL-LG-MH-0087-01,LG-MH-0087,SY-355/1,730.13,Forest,1,1
PCL-LG-MH-0087-02,LG-MH-0087,SY-688/2,730.13,Private,1,1
PCL-LG-MH-0087-03,LG-MH-0087,SY-773/3,730.13,Private,1,0
PCL-LG-MN-0088-01,LG-MN-0088,SY-742/1,138.16,Private,1,0
PCL-LG-MN-0088-02,LG-MN-0088,SY-424/2,138.16,Forest,1,1
PCL-LG-MN-0088-03,LG-MN-0088,SY-189/3,138.16,Forest,1,0
PCL-LG-MN-0088-04,LG-MN-0088,SY-952/4,138.16,Government,0,0
PCL-LG-MN-0088-05,LG-MN-0088,SY-520/5,138.16,Government,1,0
PCL-LG-ML-0089-01,LG-ML-0089,SY-705/1,240.03,Private,1,0
PCL-LG-ML-0089-02,LG-ML-0089,SY-312/2,240.03,Government,1,0
PCL-LG-ML-0089-03,LG-ML-0089,SY-511/3,240.03,Private,1,1
PCL-LG-ML-0089-04,LG-ML-0089,SY-943/4,240.03,Community,1,0
PCL-LG-ML-0089-05,LG-ML-0089,SY-472/5,240.03,Government,1,1
PCL-LG-ML-0089-06,LG-ML-0089,SY-183/6,240.03,Forest,1,0
PCL-LG-ML-0089-07,LG-ML-0089,SY-958/7,240.03,Forest,0,0
PCL-LG-ML-0089-08,LG-ML-0089,SY-732/8,240.03,Private,1,0
PCL-LG-MZ-0090-01,LG-MZ-0090,SY-119/1,97.65,Government,1,1
PCL-LG-MZ-0090-02,LG-MZ-0090,SY-735/2,97.65,Community,1,0
PCL-LG-MZ-0090-03,LG-MZ-0090,SY-921/3,97.65,Forest,1,0
PCL-LG-MZ-0090-04,LG-MZ-0090,SY-615/4,97.65,Government,1,0
PCL-LG-MZ-0090-05,LG-MZ-0090,SY-988/5,97.65,Private,0,0
PCL-LG-MZ-0090-06,LG-MZ-0090,SY-849/6,97.65,Forest,1,0
PCL-LG-NL-0091-01,LG-NL-0091,SY-538/1,234.97,Private,1,1
PCL-LG-NL-0091-02,LG-NL-0091,SY-869/2,234.97,Government,1,0
PCL-LG-NL-0091-03,LG-NL-0091,SY-511/3,234.97,Community,1,0
PCL-LG-OD-0092-01,LG-OD-0092,SY-942/1,560.55,Community,1,0
PCL-LG-OD-0092-02,LG-OD-0092,SY-557/2,560.55,Government,1,0
PCL-LG-OD-0092-03,LG-OD-0092,SY-390/3,560.55,Government,1,1
PCL-LG-OD-0092-04,LG-OD-0092,SY-229/4,560.55,Community,1,0
PCL-LG-PB-0093-01,LG-PB-0093,SY-283/1,330.13,Community,0,0
PCL-LG-PB-0093-02,LG-PB-0093,SY-459/2,330.13,Community,1,0
PCL-LG-PB-0093-03,LG-PB-0093,SY-326/3,330.13,Government,0,0
PCL-LG-RJ-0094-01,LG-RJ-0094,SY-464/1,323.63,Forest,1,0
PCL-LG-RJ-0094-02,LG-RJ-0094,SY-881/2,323.63,Government,1,0
PCL-LG-RJ-0094-03,LG-RJ-0094,SY-433/3,323.63,Forest,1,0
PCL-LG-RJ-0094-04,LG-RJ-0094,SY-531/4,323.63,Community,1,0
PCL-LG-RJ-0094-05,LG-RJ-0094,SY-790/5,323.63,Government,0,1
PCL-LG-RJ-0094-06,LG-RJ-0094,SY-584/6,323.63,Private,1,0
PCL-LG-SK-0095-01,LG-SK-0095,SY-421/1,114.64,Private,1,0
PCL-LG-SK-0095-02,LG-SK-0095,SY-464/2,114.64,Community,0,0
PCL-LG-SK-0095-03,LG-SK-0095,SY-536/3,114.64,Private,1,0
PCL-LG-SK-0095-04,LG-SK-0095,SY-177/4,114.64,Private,1,0
PCL-LG-SK-0095-05,LG-SK-0095,SY-814/5,114.64,Private,0,0
PCL-LG-SK-0095-06,LG-SK-0095,SY-990/6,114.64,Government,1,0
PCL-LG-SK-0095-07,LG-SK-0095,SY-473/7,114.64,Government,1,1
PCL-LG-SK-0095-08,LG-SK-0095,SY-336/8,114.64,Private,1,0
PCL-LG-TN-0096-01,LG-TN-0096,SY-388/1,112.06,Forest,1,0
PCL-LG-TN-0096-02,LG-TN-0096,SY-438/2,112.06,Community,1,0
PCL-LG-TN-0096-03,LG-TN-0096,SY-695/3,112.06,Forest,1,0
PCL-LG-TN-0096-04,LG-TN-0096,SY-981/4,112.06,Private,1,0
PCL-LG-TN-0096-05,LG-TN-0096,SY-251/5,112.06,Forest,1,0
PCL-LG-TN-0096-06,LG-TN-0096,SY-799/6,112.06,Forest,0,1
PCL-LG-TN-0096-07,LG-TN-0096,SY-641/7,112.06,Forest,1,1
PCL-LG-TS-0097-01,LG-TS-0097,SY-687/1,807.8,Private,1,1
PCL-LG-TS-0097-02,LG-TS-0097,SY-135/2,807.8,Forest,1,1
PCL-LG-TS-0097-03,LG-TS-0097,SY-166/3,807.8,Forest,1,1
PCL-LG-TR-0098-01,LG-TR-0098,SY-133/1,55.86,Forest,1,0
PCL-LG-TR-0098-02,LG-TR-0098,SY-721/2,55.86,Government,1,0
PCL-LG-TR-0098-03,LG-TR-0098,SY-500/3,55.86,Forest,1,0
PCL-LG-TR-0098-04,LG-TR-0098,SY-526/4,55.86,Government,1,0
PCL-LG-TR-0098-05,LG-TR-0098,SY-423/5,55.86,Community,1,1
PCL-LG-TR-0098-06,LG-TR-0098,SY-409/6,55.86,Government,0,1
PCL-LG-TR-0098-07,LG-TR-0098,SY-991/7,55.86,Private,1,1
PCL-LG-UP-0099-01,LG-UP-0099,SY-388/1,204.27,Private,0,0
PCL-LG-UP-0099-02,LG-UP-0099,SY-338/2,204.27,Community,0,0
PCL-LG-UP-0099-03,LG-UP-0099,SY-755/3,204.27,Government,1,0
PCL-LG-UP-0099-04,LG-UP-0099,SY-110/4,204.27,Forest,0,0
PCL-LG-UP-0099-05,LG-UP-0099,SY-213/5,204.27,Government,1,1
PCL-LG-UP-0099-06,LG-UP-0099,SY-816/6,204.27,Government,1,0
PCL-LG-UP-0099-07,LG-UP-0099,SY-742/7,204.27,Community,1,0
PCL-LG-UK-0100-01,LG-UK-0100,SY-960/1,260.84,Forest,0,1
PCL-LG-UK-0100-02,LG-UK-0100,SY-211/2,260.84,Community,0,1
PCL-LG-UK-0100-03,LG-UK-0100,SY-555/3,260.84,Forest,1,0
PCL-LG-UK-0100-04,LG-UK-0100,SY-718/4,260.84,Private,0,1
PCL-LG-UK-0100-05,LG-UK-0100,SY-342/5,260.84,Government,1,1
PCL-LG-UK-0100-06,LG-UK-0100,SY-170/6,260.84,Private,1,1
PCL-LG-UK-0100-07,LG-UK-0100,SY-471/7,260.84,Private,0,1
PCL-LG-UK-0100-08,LG-UK-0100,SY-887/8,260.84,Government,1,1
PCL-LG-WB-0101-01,LG-WB-0101,SY-175/1,199.11,Community,1,0
PCL-LG-WB-0101-02,LG-WB-0101,SY-394/2,199.11,Community,1,1
PCL-LG-WB-0101-03,LG-WB-0101,SY-716/3,199.11,Forest,1,0
PCL-LG-WB-0101-04,LG-WB-0101,SY-494/4,199.11,Forest,1,0
PCL-LG-WB-0101-05,LG-WB-0101,SY-947/5,199.11,Government,1,1
PCL-LG-WB-0101-06,LG-WB-0101,SY-307/6,199.11,Forest,0,0
PCL-LG-WB-0101-07,LG-WB-0101,SY-779/7,199.11,Community,0,0
PCL-LG-WB-0101-08,LG-WB-0101,SY-106/8,199.11,Forest,0,0
PCL-LG-AN-0102-01,LG-AN-0102,SY-580/1,496.07,Forest,0,0
PCL-LG-AN-0102-02,LG-AN-0102,SY-768/2,496.07,Government,0,0
PCL-LG-AN-0102-03,LG-AN-0102,SY-694/3,496.07,Government,0,0
PCL-LG-CH-0103-01,LG-CH-0103,SY-950/1,312.4,Community,1,0
PCL-LG-CH-0103-02,LG-CH-0103,SY-674/2,312.4,Community,1,1
PCL-LG-CH-0103-03,LG-CH-0103,SY-220/3,312.4,Private,1,0
PCL-LG-CH-0103-04,LG-CH-0103,SY-958/4,312.4,Private,1,1
PCL-LG-DH-0104-01,LG-DH-0104,SY-964/1,279.36,Private,1,1
PCL-LG-DH-0104-02,LG-DH-0104,SY-578/2,279.36,Private,1,0
PCL-LG-DH-0104-03,LG-DH-0104,SY-239/3,279.36,Community,0,1
PCL-LG-DH-0104-04,LG-DH-0104,SY-272/4,279.36,Private,1,1
PCL-LG-DH-0104-05,LG-DH-0104,SY-782/5,279.36,Community,0,0
PCL-LG-DL-0105-01,LG-DL-0105,SY-903/1,94.03,Private,1,0
PCL-LG-DL-0105-02,LG-DL-0105,SY-787/2,94.03,Community,1,1
PCL-LG-DL-0105-03,LG-DL-0105,SY-494/3,94.03,Government,1,0
PCL-LG-DL-0105-04,LG-DL-0105,SY-676/4,94.03,Forest,0,1
PCL-LG-DL-0105-05,LG-DL-0105,SY-771/5,94.03,Community,1,0
PCL-LG-DL-0105-06,LG-DL-0105,SY-128/6,94.03,Community,0,0
PCL-LG-JK-0106-01,LG-JK-0106,SY-425/1,221.06,Forest,0,1
PCL-LG-JK-0106-02,LG-JK-0106,SY-917/2,221.06,Private,1,0
PCL-LG-JK-0106-03,LG-JK-0106,SY-137/3,221.06,Forest,1,0
PCL-LG-JK-0106-04,LG-JK-0106,SY-477/4,221.06,Community,1,1
PCL-LG-JK-0106-05,LG-JK-0106,SY-953/5,221.06,Community,1,1
PCL-LG-JK-0106-06,LG-JK-0106,SY-643/6,221.06,Government,1,0
PCL-LG-JK-0106-07,LG-JK-0106,SY-149/7,221.06,Community,1,0
PCL-LG-JK-0106-08,LG-JK-0106,SY-534/8,221.06,Community,1,1
PCL-LG-LA-0107-01,LG-LA-0107,SY-526/1,229.34,Community,1,0
PCL-LG-LA-0107-02,LG-LA-0107,SY-654/2,229.34,Private,1,1
PCL-LG-LA-0107-03,LG-LA-0107,SY-215/3,229.34,Community,0,0
PCL-LG-LA-0107-04,LG-LA-0107,SY-621/4,229.34,Community,1,0
PCL-LG-LA-0107-05,LG-LA-0107,SY-561/5,229.34,Government,1,1
PCL-LG-LA-0107-06,LG-LA-0107,SY-737/6,229.34,Forest,1,0
PCL-LG-LA-0107-07,LG-LA-0107,SY-649/7,229.34,Government,1,0
PCL-LG-LD-0108-01,LG-LD-0108,SY-692/1,166.93,Community,1,0
PCL-LG-LD-0108-02,LG-LD-0108,SY-459/2,166.93,Government,1,0
PCL-LG-LD-0108-03,LG-LD-0108,SY-726/3,166.93,Government,1,1
PCL-LG-LD-0108-04,LG-LD-0108,SY-489/4,166.93,Forest,0,1
PCL-LG-LD-0108-05,LG-LD-0108,SY-691/5,166.93,Private,1,0
PCL-LG-LD-0108-06,LG-LD-0108,SY-929/6,166.93,Community,1,1
PCL-LG-LD-0108-07,LG-LD-0108,SY-191/7,166.93,Community,1,0
PCL-LG-PY-0109-01,LG-PY-0109,SY-344/1,14.56,Private,1,1
PCL-LG-PY-0109-02,LG-PY-0109,SY-178/2,14.56,Government,0,1
PCL-LG-PY-0109-03,LG-PY-0109,SY-321/3,14.56,Private,1,1
PCL-LG-PY-0109-04,LG-PY-0109,SY-502/4,14.56,Government,0,0
PCL-LG-PY-0109-05,LG-PY-0109,SY-337/5,14.56,Government,1,0
PCL-LG-AP-0110-01,LG-AP-0110,SY-533/1,397.2,Government,1,0
PCL-LG-AP-0110-02,LG-AP-0110,SY-712/2,397.2,Forest,0,0
PCL-LG-AP-0110-03,LG-AP-0110,SY-591/3,397.2,Private,1,0
PCL-LG-AP-0110-04,LG-AP-0110,SY-671/4,397.2,Government,0,1
PCL-LG-AR-0111-01,LG-AR-0111,SY-703/1,235.28,Government,1,1
PCL-LG-AR-0111-02,LG-AR-0111,SY-477/2,235.28,Private,0,0
PCL-LG-AR-0111-03,LG-AR-0111,SY-684/3,235.28,Government,1,0
PCL-LG-AR-0111-04,LG-AR-0111,SY-692/4,235.28,Government,1,0
PCL-LG-AR-0111-05,LG-AR-0111,SY-760/5,235.28,Community,0,0
PCL-LG-AR-0111-06,LG-AR-0111,SY-108/6,235.28,Government,1,1
PCL-LG-AR-0111-07,LG-AR-0111,SY-838/7,235.28,Community,1,1
PCL-LG-AR-0111-08,LG-AR-0111,SY-763/8,235.28,Private,1,0
PCL-LG-AS-0112-01,LG-AS-0112,SY-809/1,215.2,Community,0,1
PCL-LG-AS-0112-02,LG-AS-0112,SY-180/2,215.2,Community,1,0
PCL-LG-AS-0112-03,LG-AS-0112,SY-175/3,215.2,Government,1,0
PCL-LG-AS-0112-04,LG-AS-0112,SY-409/4,215.2,Forest,1,0
PCL-LG-AS-0112-05,LG-AS-0112,SY-353/5,215.2,Private,1,1
PCL-LG-AS-0112-06,LG-AS-0112,SY-438/6,215.2,Community,1,0
PCL-LG-BR-0113-01,LG-BR-0113,SY-244/1,165.83,Community,1,0
PCL-LG-BR-0113-02,LG-BR-0113,SY-733/2,165.83,Forest,1,1
PCL-LG-BR-0113-03,LG-BR-0113,SY-906/3,165.83,Government,0,1
PCL-LG-BR-0113-04,LG-BR-0113,SY-818/4,165.83,Forest,0,1
PCL-LG-BR-0113-05,LG-BR-0113,SY-460/5,165.83,Community,1,1
PCL-LG-BR-0113-06,LG-BR-0113,SY-362/6,165.83,Government,1,1
PCL-LG-BR-0113-07,LG-BR-0113,SY-202/7,165.83,Community,0,0
PCL-LG-CG-0114-01,LG-CG-0114,SY-925/1,598.4,Forest,1,0
PCL-LG-CG-0114-02,LG-CG-0114,SY-509/2,598.4,Forest,1,1
PCL-LG-CG-0114-03,LG-CG-0114,SY-758/3,598.4,Forest,1,0
PCL-LG-GA-0115-01,LG-GA-0115,SY-904/1,279.47,Private,1,0
PCL-LG-GA-0115-02,LG-GA-0115,SY-249/2,279.47,Community,0,0
PCL-LG-GA-0115-03,LG-GA-0115,SY-737/3,279.47,Government,1,0
PCL-LG-GJ-0116-01,LG-GJ-0116,SY-253/1,169.51,Private,1,0
PCL-LG-GJ-0116-02,LG-GJ-0116,SY-971/2,169.51,Private,0,1
